,Hotel Name,Rating,Rating Group,Free WiFi,Airport Shuttle,Distance From Airport,Restaurant,Private Parking,Bar,Non Smoking Rooms,Pet Friendly,Elevator
2942,Condotti Palace,8.3,3.0,True,True,15.0,False,False,False,False,True,False
2943,Albergo Enrica,8.5,3.0,True,False,13.5,False,False,False,True,False,False
2944,Hotel Romagna,8.1,3.0,True,False,5.2,False,True,False,True,True,False
2945,B&B Hotel Firenze City Center,8.0,3.0,True,False,6.8,False,False,False,True,True,True
2946,Contemporary Suites,9.8,3.0,True,False,4.6,False,True,False,True,False,False
2947,Al Campanile Madonna dell'Orto,9.4,3.0,True,True,6.4,False,False,False,True,True,False
2948,Hotel Casa Verardo Residenza d'Epoca,8.8,3.0,True,False,7.7,False,False,True,True,True,False
2949,Hotel Andrea,7.4,2.0,True,False,4.9,True,False,True,True,False,True
2950,FOURHEADS Private Suites,8.9,3.0,True,True,14.8,False,False,False,True,False,True
2951,Casa Lucchese Marconi - Self Check-in Available,9.3,3.0,True,True,14.3,False,True,False,True,True,False
2952,Dhome B&B,8.9,3.0,True,True,14.4,False,False,False,True,False,False
2953,Annunziata Bed and Breakfast,9.5,3.0,True,True,4.5,False,True,True,True,True,False
2954,Nartè Rooms,9.6,3.0,True,True,3.6,False,True,False,True,False,True
2955,CA ZULIAN amazing canal view apartment,9.2,3.0,True,True,7.4,False,False,False,True,False,False
2956,Il Grattacielo b&b,8.9,3.0,True,True,4.7,False,False,False,True,False,False
2957,Hinc Domus - Residenza Da Qui Venice NEW,9.5,3.0,True,False,7.1,False,False,False,False,False,False
2958,Residenza Rivo Alto,7.8,3.0,True,False,7.5,False,False,False,True,False,False
2959,Hotel Palladium Palace,7.9,3.0,True,True,13.3,False,False,True,True,True,False
2960,G-Rough,9.0,3.0,True,True,14.7,False,False,True,True,True,False
2961,Arnobio Florence Suites,8.8,3.0,True,False,5.3,False,True,False,True,True,False
2962,Hotel Best Roma,8.0,3.0,True,True,12.3,False,True,True,True,False,False
2963,Napolilive B&B,9.0,3.0,True,False,4.8,False,False,False,True,False,True
2964,Del Giglio's Luxury apartment,8.8,3.0,True,False,5.6,False,False,False,True,True,False
2965,SAN MARCO JOY,8.2,3.0,True,False,7.9,False,False,False,False,False,False
2966,Mia Suites,8.2,3.0,True,True,14.5,False,True,False,True,False,True
2967,Elysium Suites,8.6,3.0,True,True,14.7,False,False,False,True,False,True
2968,Al Manthia Hotel - Gruppo Trevi Hotels,8.6,3.0,True,True,14.2,False,False,False,True,True,False
2969,Amazing Napoli,9.5,3.0,True,False,2.2,False,True,False,True,False,True
2970,Madison,7.3,2.0,True,True,3.0,False,True,False,False,True,True
2971,Babuino 181 - Small Luxury Hotels of the World,8.9,3.0,True,True,15.4,False,False,False,True,False,True
2972,MZ HOTEL,8.2,3.0,True,True,14.3,False,True,False,True,False,False
2973,Palazzetto dei Nobili Apartment,9.3,3.0,True,True,5.5,False,True,False,False,True,False
2974,Dimora Dogale,8.2,3.0,True,False,7.5,False,False,False,True,True,False
2975,Lodges le Mura,9.2,3.0,True,False,5.6,False,True,False,True,False,True
2976,Sun House,9.4,3.0,True,False,6.9,False,True,False,True,False,False
2977,Hotel Pulitzer,8.8,3.0,True,True,10.9,False,True,True,True,True,False
2978,Best Western Premier Hotel Royal Santina,8.6,3.0,True,False,13.7,True,True,True,True,True,False
2979,Hotel Art Atelier,8.7,3.0,True,False,5.1,False,True,True,True,True,False
2980,Palazzo Salgar,8.4,3.0,True,True,3.9,True,True,True,True,False,False
2981,B&B La Marmora 39,9.4,3.0,True,False,5.4,False,True,False,True,True,False
2982,Antica Locanda Montin,8.3,3.0,True,False,8.2,True,False,True,False,True,False
2983,The Bellini House by House In Naples,9.5,3.0,True,True,4.0,False,True,True,True,True,False
2984,Hotel Kursaal & Ausonia,7.9,3.0,True,False,5.0,False,True,True,True,False,True
2985,Arcieri's Home with Duomo View - Fancy Apartments,9.7,3.0,True,True,5.5,False,False,False,True,True,False
2986,L'OZioRinco,9.4,3.0,True,False,0.9,False,True,False,True,False,False
2987,Casa Dogal,9.5,3.0,True,False,7.2,False,False,False,True,True,False
2988,Skyhouse Chiatamone,8.3,3.0,True,True,6.1,True,True,False,True,False,False
2989,Residenza Grunwald,9.0,3.0,True,False,8.0,True,False,True,True,False,True
2990,Navona Bernini Lodge,8.4,3.0,True,False,15.0,True,False,False,True,False,False
2991,Alle Guglie Boutique Hotel,8.8,3.0,True,False,6.9,False,False,True,True,False,False
2992,Palazzo Cristo,9.7,3.0,True,False,7.4,False,True,True,True,True,False
2993,San Marco View Terrace Apartment R&R,9.5,3.0,True,False,7.7,False,False,False,False,True,False
2994,Hotel Garibaldi Blu - WTB Hotels,9.0,3.0,True,True,5.1,False,False,True,True,True,False
2995,Napoli Experience,8.5,3.0,True,False,5.4,True,True,False,True,True,False
2996,Ca' Vittoria,9.4,3.0,True,False,6.6,False,False,False,True,True,False
2997,The Suite Dome,9.0,3.0,True,False,5.4,False,True,False,True,False,True
2998,Albergo Marin,8.7,3.0,True,False,7.4,False,False,True,True,False,False
2999,Suite Fontana di Trevi,9.2,3.0,True,True,14.4,False,False,False,True,False,False
3000,VICTORIA HOTEL B&B,8.6,3.0,True,True,2.9,False,False,False,True,True,True
3001,Elegant and cozy flat heart of Florence,9.2,3.0,True,False,5.8,False,False,False,True,False,False
3002,Corte dei Santi,9.6,3.0,True,False,7.7,False,False,False,True,False,False
3003,"SUNNY CANALVIEW 4pax, wifi, aircond",8.8,3.0,True,False,6.8,False,False,False,True,False,False
3004,Palazzo De Cupis - Suites and View,9.2,3.0,True,True,14.9,False,False,False,True,False,False
3005,Rhea Silvia Luxury Navona,9.4,3.0,True,True,14.8,False,True,False,True,False,False
3006,PICCOLO HOTEL !! Ɲel Ƈentro Ɗi Ƒirenze !! Permesso ZTL !!,7.7,3.0,True,True,5.2,True,True,False,True,False,False
3007,Napolì B&B,8.1,3.0,True,True,5.5,False,True,False,True,True,False
3008,Napolit'amo Hotel Principe,8.3,3.0,True,False,4.9,True,True,True,True,False,False
3009,Hotel Monna Lisa,9.0,3.0,True,False,5.9,False,True,True,True,True,False
3010,Flower Cozy room,8.9,3.0,True,False,7.2,False,False,False,True,False,False
3011,Canaletto Apartment,9.6,3.0,True,False,6.7,False,False,False,True,False,False
3012,Corso Vittorio Apartments,9.3,3.0,True,True,14.9,False,False,False,True,True,True
3013,Albani Hotel Roma,8.0,3.0,True,False,15.0,True,True,True,False,False,False
3014,WellVenice Campiello,9.3,3.0,True,False,7.4,False,False,False,True,False,False
3015,Hotel Ginevra,7.4,2.0,True,False,2.7,False,True,False,False,False,False
3016,Residence Le Beccarie - Rialto,8.1,3.0,True,False,7.3,False,False,False,True,False,False
3017,Navona Colors Hotel,8.9,3.0,True,True,15.0,False,False,False,True,True,False
3018,Lux,8.5,3.0,True,False,8.6,False,True,False,True,False,True
3019,Hotel Rio,8.8,3.0,True,False,7.8,False,False,False,True,True,False
3020,Domus Vista Castello,9.1,3.0,True,False,5.0,False,True,False,True,False,True
3021,O' Paese E Masaniello,8.9,3.0,True,False,3.4,False,False,False,True,True,True
3022,Le Piazze di Napoli Apartment,9.6,3.0,True,True,3.8,False,True,False,True,True,False
3023,Piazza del Popolo sweet rooms,9.0,3.0,True,True,15.8,False,False,False,True,False,True
3024,Residenza D'Epoca Historia Luxury Boutique,8.6,3.0,True,False,6.0,False,False,False,True,False,False
3025,Residenza Monfy,9.4,3.0,True,True,14.4,False,True,True,True,False,False
3026,Royal NEW Property 2022,7.0,2.0,True,True,6.7,True,False,False,True,False,False
3027,Wellness Home Rome,9.9,3.0,True,False,14.3,False,False,False,True,False,True
3028,I Decumani,9.7,3.0,True,True,3.8,False,False,False,True,False,True
3029,Corte Barozzi Venice Suites,9.2,3.0,True,True,8.1,False,False,False,True,False,True
3030,City Apartments Salute-Accademia,7.8,3.0,True,False,8.3,False,False,False,True,True,False
3031,Blu Suite,8.5,3.0,True,False,7.7,False,False,False,True,True,False
3032,Suite 52,9.8,3.0,True,False,8.0,False,False,False,True,False,False
3033,"Hotel Olimpia Venice, BW Signature Collection",9.1,3.0,True,True,7.7,False,True,True,True,False,False
3034,Occidental Aurelia,8.3,3.0,True,True,17.0,False,True,True,True,True,False
3035,Casa Chiara Italia luxury central free parking,9.4,3.0,True,False,2.5,False,True,False,True,False,True
3036,Profumo di Mare...,8.8,3.0,True,True,10.4,True,True,True,True,False,False
3037,Nido alle Cappelle Medicee,9.2,3.0,True,False,5.1,False,False,False,True,False,False
3038,Starhotels Michelangelo Florence,8.5,3.0,True,False,4.1,True,True,True,True,True,False
3039,La Fenice Double Canal view,9.0,3.0,True,False,7.9,False,False,False,True,False,True
3040,Romantico Balcone in Centro,9.4,3.0,True,False,4.8,False,False,False,True,False,False
3041,Barceló Aran Mantegna,8.1,3.0,True,True,9.8,True,True,True,True,False,False
3042,Hotel A La Commedia,9.3,3.0,True,True,7.6,False,False,True,True,True,False
3043,Ca' Bellotto,9.5,3.0,True,False,6.3,False,False,False,True,False,False
3044,La casa del Nespolo,9.7,3.0,True,True,3.6,False,True,False,True,True,False
3045,Garden Houses Apartment,9.3,3.0,True,False,7.8,False,False,False,True,True,False
3046,Fattoria Il Milione Agriturismo,7.9,3.0,True,False,7.5,False,True,False,True,True,False
3047,House Tribunali,8.3,3.0,True,True,3.2,False,True,False,True,False,False
3048,Domus Donnaregina Apartments,9.3,3.0,True,False,3.3,False,False,False,True,False,False
3049,Sleep & Zupp Casa Olimpia,9.3,3.0,True,True,4.4,False,True,False,True,True,False
3050,Hotel Memphis,8.0,3.0,True,True,14.4,False,False,False,True,False,True
3051,Spagna Royal Suite,8.8,3.0,True,True,14.8,False,False,True,True,False,False
3052,Hotel Piemonte,7.9,3.0,True,False,13.7,False,False,False,True,False,True
3053,B&B Martucci Avenue,9.3,3.0,True,False,6.4,False,False,False,True,True,True
3054,CA' XXII MARZO BOUTIQUE,9.8,3.0,True,False,8.0,False,False,False,True,False,False
3055,Ca' Giardini Boutique Apartment,8.5,3.0,True,True,8.4,False,False,False,True,True,False
3056,Porta San Gennaro,9.5,3.0,True,False,3.4,False,True,False,True,False,False
3057,Florence Heart B&B,8.9,3.0,True,False,5.1,False,True,False,True,False,True
3058,Hotel Castellino Roma,9.0,3.0,True,False,14.1,False,False,False,True,False,False
3059,Le Chiavi di Casa,9.9,3.0,True,False,4.2,False,False,False,True,False,False
3060,B&B Fiumara,9.2,3.0,True,True,3.5,False,True,True,True,False,False
3061,Dimora Sant'Orsola,7.8,3.0,True,False,5.1,False,True,False,True,True,False
3062,Residenza Ducato Corte Contarina,9.6,3.0,True,False,8.0,False,False,False,False,False,False
3063,B&B Belvedere Partenopeo,8.0,3.0,True,True,3.5,False,True,True,True,True,False
3064,Prêtáloger,9.7,3.0,True,False,5.1,False,False,False,True,False,True
3065,Zia Maria Home,9.0,3.0,True,False,3.7,False,False,False,True,False,True
3066,"Al Mezzanino, Palazzo Torniello",9.1,3.0,True,False,6.8,False,False,False,True,True,False
3067,Gramsci Suites,9.1,3.0,True,True,7.4,False,True,False,True,False,True
3068,Antico Caminetto alla Biennale,8.8,3.0,True,True,8.2,False,False,False,False,True,False
3069,B&B AURORA LUXURY,9.2,3.0,True,True,3.7,False,True,False,True,False,True
3070,LeMummarelle76,8.9,3.0,True,True,5.7,False,True,False,True,True,False
3071,Casa Di Sara,8.3,3.0,True,False,8.3,False,False,False,True,False,False
3072,Chapter Roma,9.0,3.0,True,False,14.1,True,False,True,True,False,True
3073,The Royal Crown,8.3,3.0,True,True,14.1,False,False,False,True,False,True
3074,Sina Bernini Bristol,8.1,3.0,True,True,14.4,True,True,True,True,False,False
3075,Residenza Maritti ContemporarySuite,9.7,3.0,True,True,13.6,False,False,False,True,False,True
3076,DI.GIANFRANCO PIANO NOBILE,9.4,3.0,True,False,6.6,False,False,False,True,True,False
3077,The Place Firenze,9.5,3.0,True,False,5.1,True,True,True,True,False,False
3078,Deluxe 3 Bedrooom Flat in Rialto,9.3,3.0,True,False,7.4,False,False,False,True,False,False
3079,piccola corte,9.6,3.0,True,False,6.8,False,False,False,True,False,False
3080,Terrazza in borgo San Jacopo,9.4,3.0,True,False,5.6,False,True,False,True,False,True
3081,NH Collection Roma Vittorio Veneto,7.9,3.0,True,True,14.9,True,False,True,True,True,False
3082,Mellini Palace Suites by Premium Suites Collection,9.4,3.0,True,True,15.6,False,True,False,False,False,True
3083,Grand Tour Rome Suites - Liberty Collection,8.2,3.0,True,True,16.2,False,False,False,True,False,True
3084,Navona Little Home,9.2,3.0,True,True,14.5,False,False,False,True,False,False
3085,Venice Homes & Holidays Art District,8.9,3.0,True,False,7.7,False,False,False,True,True,False
3086,Stefano House Roma,9.3,3.0,True,False,16.3,False,False,False,True,True,True
3087,Cellamare Suite & Spa,9.0,3.0,True,False,5.7,False,True,False,True,False,True
3088,Piazza Venezia Grand Suite,9.3,3.0,True,True,14.2,False,False,False,True,False,True
3089,Thebestinrome Piazza del Popolo - Vico,9.2,3.0,True,True,15.9,False,False,False,True,False,True
3090,casa tradizionale toscana,8.2,3.0,True,False,5.7,False,True,False,True,False,False
3091,Interno21,9.7,3.0,True,False,4.0,False,False,False,True,False,False
3092,The Inn at the Spanish Steps,8.6,3.0,True,False,14.9,False,False,True,True,False,False
3093,Hotel Delle Muse,8.0,3.0,True,True,16.7,False,True,True,True,True,False
3094,Palazzo San Lorenzo,9.0,3.0,True,False,7.7,False,False,True,True,True,False
3095,La Terrazza ai Miracoli,9.6,3.0,True,True,3.2,False,False,False,True,False,True
3096,Pontenuovo Bed,9.1,3.0,True,False,2.9,False,True,False,True,False,False
3097,Guest House Al Conservatorio,9.4,3.0,True,True,14.3,False,True,False,True,False,False
3098,Eccelso Hotel,9.0,3.0,True,True,16.2,False,False,True,True,True,False
3099,Residenze d'epoca Collection-Sant'Anna,8.2,3.0,True,False,4.8,False,False,False,True,False,True
3100,Olga's House,8.3,3.0,True,False,5.6,False,True,False,True,False,False
3101,Sangallo Rooms,8.7,3.0,True,True,15.2,False,False,True,True,False,True
3102,Casa Emimì,8.3,3.0,True,False,7.5,False,False,False,False,False,False
3103,AM Collection Florence,9.3,3.0,True,False,5.2,False,True,False,False,False,False
3104,"Sina Villa Medici, Autograph Collection",8.3,3.0,True,False,4.4,True,True,True,True,True,False
3105,Base Napoli Plebiscito,8.6,3.0,True,True,5.5,False,True,False,True,False,False
3106,Casa Di Pupa,9.3,3.0,True,False,3.4,False,False,False,True,False,False
3107,Ca' Celestia Arsenale,8.9,3.0,True,False,7.5,False,False,False,True,False,False
3108,Mabelle Firenze Residenza Gambrinus,8.9,3.0,True,True,5.4,False,True,False,True,False,True
3109,b&b medina central,9.3,3.0,True,True,4.8,False,True,False,True,False,False
3110,Archi di Roma Guest House,9.6,3.0,True,True,13.2,False,False,False,True,False,True
3111,Trianon Borgo Pio Aparthotel,9.0,3.0,True,False,15.8,False,False,False,True,False,True
3112,Nunzia Sweet Home,9.2,3.0,True,False,5.0,False,True,True,True,True,False
3113,Hotel Casale dei Massimi,7.0,2.0,True,True,13.6,False,True,False,True,False,False
3114,Apartments Ca' Dei Dogi,9.3,3.0,True,False,7.9,False,False,False,True,False,False
3115,B&B Nilo,9.5,3.0,True,True,3.9,False,True,False,True,False,True
3116,B&B I Visconti,8.7,3.0,True,True,4.6,False,True,False,True,True,False
3117,Hermes Inn Apartments Napoli,8.5,3.0,True,True,3.9,False,False,False,True,False,True
3118,Corte Emo,9.0,3.0,True,False,6.9,False,False,False,True,False,False
3119,Corte Capomazza Appartamenti,9.0,3.0,True,False,4.0,False,False,False,True,True,True
3120,Residenza del Cedro,9.0,3.0,True,True,14.3,False,False,False,True,False,False
3121,Casa Secchiaroli,8.9,3.0,True,False,5.6,False,True,False,True,True,False
3122,Nikis Collection Navona,9.1,3.0,True,True,14.3,False,True,False,True,False,False
3123,Hotel Palazzo Argenta,8.8,3.0,True,False,2.8,False,False,True,True,False,False
3124,Sweet Dreams in St. Peter B&B,9.7,3.0,True,False,16.1,False,False,False,True,False,False
3125,Ca' Sagredo Hotel,8.6,3.0,True,False,7.2,True,False,True,True,False,False
3126,A World Aparts - 40 Sforza,8.7,3.0,True,True,13.3,False,False,False,True,False,False
3127,Esclusivo appartamento a Rialto,9.2,3.0,True,True,7.3,False,False,False,True,True,False
3128,B&B Cavour10 Firenze,8.8,3.0,True,True,5.4,False,True,False,True,True,False
3129,Sunrise B&B,8.0,3.0,True,True,5.5,False,True,False,True,True,False
3130,Have A Nice Holiday - Luxury Rooms,8.7,3.0,True,False,16.3,False,True,False,True,False,True
3131,The Palace 5613,9.0,3.0,True,False,7.5,False,False,False,True,False,False
3132,Hotel Agli Alboretti,8.9,3.0,True,False,8.3,False,False,False,True,True,False
3133,"""Dint e viche e Napule"" Guest House",9.6,3.0,True,False,3.5,False,False,False,True,False,False
3134,Bell's,9.7,3.0,True,False,4.9,False,True,False,True,False,True
3135,LUXURY APARTMENT'S CENTER,9.9,3.0,True,True,15.3,False,False,False,False,False,True
3136,"Royal Art H Duomo - Napoli Centro, by ClaPa Group",8.0,3.0,True,True,3.5,False,True,False,True,True,False
3137,B&B Lorenzo de' Medici,9.7,3.0,True,False,5.1,False,False,False,False,False,False
3138,Suites Farnese Design,9.0,3.0,True,True,15.9,False,True,True,True,True,False
3139,Ca Arsenale,8.6,3.0,True,False,7.9,False,False,False,True,False,False
3140,Abitazione Morosini,9.5,3.0,True,True,7.0,False,False,False,True,False,False
3141,Little canal 8,9.1,3.0,True,False,6.9,False,False,False,False,False,False
3142,Affittacamere Vanessa,8.7,3.0,True,False,5.0,False,False,False,True,True,False
3143,Mansarda Magritte,9.6,3.0,True,False,8.3,False,False,False,False,False,False
3144,Ca' Degli Antichi Giardini Apartments,9.1,3.0,True,False,6.5,False,False,False,True,True,True
3145,Hotel Pace Helvezia,7.9,3.0,True,False,14.0,False,True,False,True,False,True
3146,Luxury apartment in city center,8.9,3.0,True,False,5.3,False,False,False,True,False,True
3147,Briseide Boutique Rooms Colosseum,9.4,3.0,True,True,13.1,False,False,False,True,False,False
3148,BBHOMEROME - Campo dei Fiori Balcony View Penthouse,8.0,3.0,True,True,14.6,False,True,False,False,True,False
3149,Hotel Ai Reali - Small Luxury Hotels of the World,9.0,3.0,True,True,7.6,True,False,True,True,False,False
3150,Casa Nora Napoli,9.2,3.0,True,False,4.3,False,True,False,False,False,True
3151,Soggiorno dell Agnolo,7.9,3.0,False,False,6.1,False,False,False,True,True,False
3152,Plebiscito Home,8.0,3.0,True,False,5.6,False,True,False,True,True,False
3153,Di Palma Suite,9.4,3.0,True,True,5.7,False,True,False,True,False,False
3154,Ca' Dorè,8.8,3.0,True,False,6.9,False,False,False,True,False,False
3155,B&B Maryflower,8.4,3.0,True,False,3.1,True,False,True,True,False,True
3156,The Boutique Napoli Suite,8.9,3.0,True,True,5.0,False,True,False,True,False,True
3157,B&B Hotel Roma Pietralata Tiburtina,8.7,3.0,True,False,13.2,False,True,False,True,True,True
3158,Hotel Patria,7.8,3.0,True,False,14.0,False,True,True,True,True,False
3159,Brunelleschi Hotel,9.4,3.0,True,False,5.6,True,True,True,True,True,False
3160,Silver Novella Luxury Apartment - Centro Storico,9.7,3.0,True,True,5.1,False,True,False,True,True,False
3161,Di Franco Super Attico,9.0,3.0,True,False,6.9,False,False,False,True,True,False
3162,Florence Rental,8.9,3.0,True,False,5.9,True,True,False,True,True,False
3163,Casa Napoletana - Alighieri,9.4,3.0,True,True,4.2,False,True,False,True,False,True
3164,Dimora Megaride,8.8,3.0,True,True,6.2,False,True,False,True,False,False
3165,Franck house,9.0,3.0,True,False,3.3,False,True,False,True,True,False
3166,Ponte Milvio Luxury House,9.4,3.0,True,True,18.4,True,True,True,True,False,False
3167,Benvenuti al Sud Naples,9.2,3.0,True,False,2.7,False,True,False,True,False,True
3168,Youth Firenze 2000,6.9,2.0,True,False,4.4,False,False,True,True,True,False
3169,Hotel Mirage,7.1,2.0,True,True,0.9,False,True,True,True,True,False
3170,Riva De Biasio Charming Apartment R&R,9.3,3.0,True,True,7.2,False,False,False,True,True,False
3171,"Palazzo del Sale, Rialto",9.3,3.0,True,False,7.5,False,False,False,True,False,False
3172,La tua Casa a Firenze,9.4,3.0,True,True,3.3,False,True,False,True,False,False
3173,Casetta,8.7,3.0,False,False,7.8,False,False,False,False,True,False
3174,Domus Trevi,9.5,3.0,True,True,14.4,False,False,False,True,False,True
3175,Hotel Serena,7.8,3.0,True,False,13.4,False,False,False,True,True,True
3176,Hotel San Marco,7.7,3.0,True,True,13.7,False,True,True,True,True,False
3177,Residence Laguna Giudecca,9.7,3.0,False,False,9.1,False,False,False,True,False,True
3178,Hotel Mascagni,8.3,3.0,True,True,14.1,False,True,True,True,False,False
3179,DolceVita N. 250,8.1,3.0,True,True,7.7,False,False,False,True,False,False
3180,Villa Elisio Hotel & Spa,8.8,3.0,True,True,3.4,False,True,True,False,True,False
3181,Amadomus Luxury Suites,9.6,3.0,True,True,3.9,False,False,False,True,False,True
3182,Calle Michelangelo,9.1,3.0,True,True,9.0,False,False,False,True,False,False
3183,Casa Lorianna,9.7,3.0,True,False,4.5,False,False,False,True,False,False
3184,Tredici Boutique Rooms,9.7,3.0,True,True,4.5,False,True,False,True,False,False
3185,Casa Barzizza,9.6,3.0,True,False,7.6,False,False,False,True,False,False
3186,Hotel Nettuno,7.7,3.0,True,True,4.5,False,True,True,True,True,False
3187,B&B Orsini 46,9.6,3.0,True,False,5.7,False,True,False,True,True,False
3188,Grand Hotel Vesuvio,8.8,3.0,True,False,6.1,False,True,True,True,True,False
3189,Ripa Rome Trastevere Home,9.2,3.0,True,True,13.7,False,False,False,True,False,False
3190,Smart Hotel Napoli,8.5,3.0,True,True,4.9,False,True,True,True,True,False
3191,Starhotels Tuscany,8.8,3.0,True,False,2.2,True,True,True,True,True,False
3192,Hotel Galileo,8.2,3.0,True,False,5.0,False,True,True,True,True,False
3193,My Guest in Florence,8.9,3.0,True,False,5.2,False,True,False,True,False,False
3194,B&B Amedeo,9.0,3.0,True,False,6.2,False,True,False,True,True,True
3195,La Residenza Dell'Angelo,8.6,3.0,True,True,15.3,True,True,False,True,False,False
3196,Ripetta Miracle Suite,8.9,3.0,True,True,15.5,False,False,False,True,False,False
3197,Galizzi apartments,9.4,3.0,True,False,7.5,False,False,False,True,False,False
3198,Benci House,9.3,3.0,True,False,6.1,True,True,True,True,False,False
3199,Villa Il Mosaico,8.5,3.0,True,False,3.9,False,True,False,True,True,False
3200,Canale,7.0,2.0,True,False,7.3,False,False,False,True,False,False
3201,Le Contesse,8.9,3.0,True,False,6.2,False,True,False,True,False,False
3202,Accanto al Duomo,9.2,3.0,True,False,5.4,False,True,False,True,True,True
3203,B&B Palazzo Solimena,8.7,3.0,True,False,4.0,False,True,False,True,False,False
3204,Arka Apartments,8.8,3.0,True,False,3.8,False,False,False,True,False,True
3205,Romance al Colosseo,9.8,3.0,True,True,13.1,False,True,False,True,False,True
3206,History Suite,9.1,3.0,True,True,14.2,False,False,True,True,False,False
3207,Le Suite del Barone,9.4,3.0,True,True,15.0,False,False,False,True,False,True
3208,The Magnificent-Maison de Charme,9.6,3.0,True,False,5.6,False,False,False,True,False,False
3209,Palazzo Ferrara,9.4,3.0,True,True,2.7,False,True,False,True,False,False
3210,Doge's Palace Suite R&R,8.7,3.0,True,True,7.9,False,False,False,True,False,False
3211,VENETO LUXURY APARTMENT,8.8,3.0,True,True,14.8,False,True,False,True,False,True
3212,Relais Piazza Signoria,9.2,3.0,True,False,5.7,False,True,False,True,True,True
3213,Hotel Nuovo Teson,8.7,3.0,True,False,7.9,False,False,True,True,True,False
3214,My Sweet Home In S. Frediano,9.7,3.0,True,False,4.9,False,True,False,True,False,False
3215,B&B Terrazza Belfiore,9.5,3.0,True,False,4.2,False,False,False,True,False,True
3216,Vesta Domus,8.2,3.0,True,True,13.1,False,False,False,True,False,True
3217,Attico Cedronio con vista mare by Wonderful Italy,9.9,3.0,True,True,5.5,False,False,False,True,False,True
3218,Apartment Duomo,8.5,3.0,True,True,3.5,False,False,False,True,True,True
3219,Casa Piccole Ancelle di Cristo Re,8.2,3.0,True,True,16.8,True,True,False,True,False,False
3220,Hotel Residence La Contessina,8.6,3.0,True,False,4.9,False,True,True,True,True,False
3221,Hotel Villa Liana,8.6,3.0,True,False,6.1,False,True,True,True,True,False
3222,Chic Coliseum,9.6,3.0,True,True,12.5,False,True,False,True,False,True
3223,Lagoon Secret Venice,9.7,3.0,True,True,9.1,False,False,False,True,False,True
3224,Nova Relais,8.9,3.0,True,False,4.0,False,True,True,True,False,True
3225,Hotel Adua,8.0,3.0,True,False,7.0,False,False,False,True,True,False
3226,Palazzina Veneziana,9.2,3.0,True,True,6.9,False,False,False,True,True,False
3227,Casa Savioli,8.6,3.0,True,True,5.7,False,True,False,True,True,True
3228,Smooth Hotel Rome West,8.0,3.0,True,False,17.8,False,False,True,True,False,False
3229,Residenza Spada,9.0,3.0,True,True,14.4,False,False,False,True,False,False
3230,AL TEATRO ITALIA,8.2,3.0,True,False,6.7,True,False,True,True,False,False
3231,Ca' Nigra Lagoon Resort,9.0,3.0,True,False,7.2,False,False,True,True,True,False
3232,Apartments Puccini,8.5,3.0,True,False,6.3,False,False,False,True,False,False
3233,Domus Urbis,7.1,2.0,True,True,18.0,False,True,True,True,True,False
3234,B&B Le Stanze del Duomo,8.7,3.0,True,False,5.4,False,True,False,True,False,True
3235,Apartments Florence- Palazzo Pitti,8.1,3.0,True,False,5.5,False,False,False,True,False,False
3236,FURTURE',8.8,3.0,True,False,3.2,False,False,False,True,False,True
3237,Hotel Cilicia,7.8,3.0,True,False,10.9,True,True,True,True,True,False
3238,Cosy Fiesolana,9.1,3.0,True,False,6.0,False,True,False,True,False,False
3239,Hotel Agli Artisti,7.5,2.0,True,False,7.1,False,False,True,True,True,False
3240,DolceVita N. 393,8.4,3.0,True,True,7.7,False,False,False,True,False,False
3241,Al Palazzo del Marchese di Camugliano Residenza d'Epoca,9.2,3.0,True,True,5.1,False,True,False,True,True,False
3242,Sonder at Ara Pacis,9.0,3.0,True,False,15.1,False,False,False,True,False,True
3243,B&B Fantasie Romane,8.7,3.0,True,True,15.9,False,False,False,True,True,True
3244,Hotel San Moisè,8.1,3.0,True,True,8.0,False,False,True,True,True,False
3245,Bella Vita Charming House,9.0,3.0,True,False,7.1,False,False,False,False,False,False
3246,Garibaldi Rooms,9.5,3.0,True,False,3.2,False,True,False,True,False,True
3247,Holiday Home Il Sogno A San Pietro,9.8,3.0,True,False,16.6,False,False,False,True,False,False
3248,Toledo Loft,8.7,3.0,True,False,5.0,False,True,False,True,False,False
3249,Casa Cattaneo Grand Canal view,9.8,3.0,True,False,7.3,False,False,False,False,False,False
3250,La Chambre,9.4,3.0,True,True,5.7,False,True,False,True,False,False
3251,Hotel Bonvecchiati,8.6,3.0,True,False,7.8,True,True,True,True,True,False
3252,Canto degli Aranci,9.7,3.0,True,False,6.0,False,True,False,True,False,True
3253,Antico Panada,7.6,3.0,True,False,7.8,True,False,True,True,False,False
3254,"Hotel Indigo Venice - Sant'Elena, an IHG Hotel",9.1,3.0,True,False,9.0,True,False,True,True,True,False
3255,Civico 50,8.7,3.0,True,False,4.8,False,True,False,True,False,False
3256,BalconyOverGrandCanal,8.7,3.0,True,False,7.7,False,False,False,True,False,False
3257,Noemi Venice Home,0.0,0.0,True,False,8.8,False,True,False,True,False,False
3258,Arthouse - Lady Mary's Tribunali Luxury Suite - Naples Historical Centre - By Gocce Team,9.2,3.0,True,True,3.4,False,True,False,True,False,True
3259,NH Collection Roma Fori Imperiali,9.1,3.0,True,True,13.9,True,True,True,False,True,False
